Time,Price,Items,MCFU
2817,175.36,43,13
1631,57.68,26,7
2216,25.8,17,5
2115,110.24000000000001,28,7
1171,32.12,15,1
930,18.240000000000002,10,3
3604,40.65,25,6
2573,36.71,25,6
1543,83.99,18,6
675,22.94,10,4
1986,94.32,26,5
476,26.57,13,2
1673,133.95,21,4
1862,97.44,28,9
1103,45.449999999999996,15,3
1327,31.54,14,5
763,16.47,13,5
1869,95.05,24,7
2457,65.7,21,4
1005,46.71,17,5
2148,118.37,32,11
2592,98.23,26,6
3737,113.24,43,14
1664,30.04,15,4
2265,63.38,27,6
1555,26.150000000000002,20,5
759,33.26,13,1
4303,228.32,54,15
3050,97.74,34,8
1532,96.67,28,5
700,24.59,16,5
1654,51.43,29,9
1578,37.910000000000004,14,5
6289,311.46,66,21
2372,57.04,30,6
1733,62.15,18,4
1007,66.69,17,6
2977,146.36,34,6
1746,51.78,16,2
1630,22.42,17,5
2115,17.66,14,4
2911,48.910000000000004,21,7
1830,114.87,23,6
1708,131.99,33,13
1128,22.93,18,2
1120,63.49,16,4
1840,55.98,36,10
2356,52.19,17,5
1925,106.19,31,9
1947,54.96,26,5
2550,71.15,32,8
6562,186.22,51,23
1044,50.02,15,5
1562,87.4,18,5
1370,69.97,20,7
1623,91.65,22,5
1639,76.27,33,10
2086,35.95,23,3
1641,67.35,22,8
1426,31.71,18,5
1465,121.61,27,2
1454,61.36,22,8
3227,94.16,29,6
2418,62.33,21,8
2389,70.99,39,9
1130,21.68,14,2
1445,66.63,15,7
1509,109.53,23,8
1851,127.74,27,6
866,53.58,14,7
1398,11.93,10,3
2056,69.62,22,7
681,9.69,7,2
2750,61.28,32,8
1495,57.94,18,6
963,28.15,16,7
829,28.81,13,6
1409,53.92,16,7
1826,86.76,26,6
2121,92.07000000000001,24,7
1201,24.9,14,5
1338,91.88,21,7
2794,104.63,27,6
2791,71.55,25,4
3408,166.59,34,10
977,46.35,12,0
1658,53.980000000000004,15,5
1864,69.56,20,5
1387,22.03,11,4
1993,82.17,20,3
1890,63.84,30,9
1146,22.34,7,2
1837,29.32,16,4
2554,138.3,30,11
2663,56.06,26,8
4611,139.47,23,5
3414,125.32000000000001,38,7
1339,70.37,31,8
939,10.29,7,1
1593,75.87,16,5
2934,167.55,35,8
912,15.790000000000001,11,2
1078,73.39,15,5
1734,115.75,25,7
1742,30.75,18,7
1912,88.59,20,3
2784,156.69,44,10
2579,61.37,24,6
5242,253.24,63,14
1869,84.24,35,11
1054,46.05,12,2
1282,34.44,20,9
1117,93.46,17,3
1508,41.5,15,5
1135,57.76,11,3
1525,44.97,23,4
926,85.63,18,4
1071,39.33,19,5
1505,38.96,19,10
4171,46.0,36,12
1130,78.5,22,1
1701,70.81,17,6
3237,185.22,50,12
1189,92.88,18,4
1237,61.01,16,5
3205,140.63,38,6
1223,10.61,6,0
1631,42.65,17,9
981,32.32,11,4
2097,50.76,13,4
962,27.55,15,2
1655,61.71,17,5
1702,80.92,24,8
3182,131.81,32,11
2759,76.17999999999999,27,8
2020,87.02,21,5
1719,140.99,23,3
1697,37.4,17,3
509,31.18,9,3
1226,42.01,10,1
2298,78.25,18,4
1150,35.92,10,3
2071,45.65,29,9
1632,60.160000000000004,18,7
3198,109.01,24,5
947,25.720000000000002,18,6
2204,38.38,29,8
2666,140.98,34,8
1534,84.15,20,6
969,43.5,13,5
2303,98.74000000000001,30,6
1207,74.09,19,10
1800,15.35,15,7
2282,60.0,18,2
2025,69.7,35,12
2164,56.09,14,5
1851,125.17,30,3
1121,19.919999999999998,8,3
1598,74.55,21,3
3815,129.53,30,8
2030,59.769999999999996,16,7
1487,61.11,18,9
2941,82.23,28,7
939,34.13,14,2
1914,94.95,31,5
2300,140.89,35,13
2773,67.93,38,12
2375,178.34,36,6
797,15.379999999999999,6,1
2305,69.54,16,7
2882,163.68,40,15
1997,33.12,16,2
2737,96.47,20,2
6840,257.14,48,11
1480,52.76,25,7
1531,84.37,16,5
1427,73.42999999999999,18,6
1538,68.03,20,6
2235,84.55,21,8
1844,90.72,20,7
1643,55.68,12,2
1578,72.51,16,6
2154,94.61,22,8
1298,44.51,9,1
1884,57.53,15,4
1760,32.41,18,5
2033,90.3,22,6
1818,24.12,17,4
1828,110.01,34,10
1217,47.69,18,5
4007,146.65,37,10
1753,61.25,27,9
2258,34.71,24,9
2897,198.81,43,11
893,33.58,12,2
1684,22.830000000000002,18,5
969,71.87,22,4
314,3.72,3,1
1815,63.76,14,2
1518,75.56,13,1
2709,248.44,36,5
1510,95.96,21,7
1472,95.24,19,3
3056,114.08,33,11
1331,36.74,23,5
3509,89.83,50,12
1765,116.32,23,7
1360,41.55,18,9
1080,84.24,21,6
1004,64.55,14,1
3549,104.31,20,5
1141,23.13,6,1
1424,106.25,26,7
2290,182.89000000000001,37,7
1470,49.97,12,0
1058,23.57,10,4
855,26.02,16,4
1536,33.47,15,6
1354,102.77,24,6
3859,141.27,60,15
1152,50.88,13,5
3239,78.22,35,4
2309,63.72,13,3
692,7.59,7,0
1918,66.72,25,2
1476,99.12,24,4
1509,52.35,15,4
1405,38.22,10,1
1162,109.55,21,10
2100,107.33,21,5
1894,99.02,21,6
792,16.79,10,5
1753,116.64,34,9
2391,88.36,22,4
1614,53.9,20,6
1435,116.52,25,4
2736,166.03,29,7
4716,123.28,36,8
2222,93.05,23,7
1378,86.56,26,8
2006,66.95,26,7
2616,61.49,36,6
2777,72.13,22,6
1285,31.58,8,2
4323,194.05,36,11
1488,58.05,13,5
2387,53.79,28,6
797,47.23,13,4
2010,87.65,30,5
2425,58.76,32,7
1744,56.89,19,6
3381,83.39,27,9
774,39.83,12,2
2129,89.84,22,7
1425,107.5,23,2
1731,55.97,20,10
1342,56.64,16,2
1498,57.55,18,3
1205,87.6,19,8
827,8.06,4,0
1557,43.95,17,3
2172,157.58,42,13
2414,51.87,24,11
2448,90.95,26,9
1263,26.97,16,2
1427,72.38,12,2
771,70.37,14,3
1494,107.74,21,1
2298,58.32,27,5
2080,65.03,35,4
3149,155.31,28,2
1789,74.71,23,6
1341,91.5,21,8
1963,51.26,27,5
4537,215.55,49,16
2092,71.05,19,3
1136,40.06,11,4
2430,37.0,20,8
907,25.17,9,3
2058,56.11,16,5
4188,156.14000000000001,40,9
2057,66.49,33,7
3225,153.87,39,13
3062,120.16,30,8
2587,58.839999999999996,18,7
822,42.050000000000004,11,4
2897,127.11,42,12
1371,83.52,19,5
1808,132.66,29,4
1106,25.259999999999998,9,3
1855,117.2,25,8
2999,46.57,25,5
2384,106.42,30,9
1260,134.05,18,7
1449,39.49,20,5
2310,106.35,25,7
1529,102.88,19,2
2294,96.85,35,7
1145,69.31,19,3
1733,113.53,21,3
1206,47.36,16,4
1578,34.34,16,2
2169,133.52,23,8
1066,33.94,18,6
8131,307.56,82,30
1461,74.0,14,4
1692,75.79,17,2
4565,170.92,36,6
1858,65.92,14,2
1709,155.54,28,5
2297,37.17,16,4
3606,200.74,38,10
727,19.38,8,4
2117,97.88,22,4
1982,97.6,33,8
1479,48.46,17,5
998,59.83,14,6
3303,116.28,33,8
1458,72.11,14,4
541,13.93,7,3
2332,116.74,23,5
2096,126.22,29,6
2420,96.97,22,10
2485,74.73,23,12
2000,48.38,20,6
2510,104.35,25,3
1093,74.93,18,4
2001,110.49,27,7
1933,135.11,32,7
1940,84.42,19,5
2509,115.32000000000001,32,6
3749,171.87,44,15
2263,173.37,47,14
2936,67.07000000000001,16,6
2198,75.82000000000001,30,13
1127,70.82000000000001,15,5
1706,86.11,25,7
1687,29.990000000000002,19,1
1402,86.8,20,9
1806,85.67,17,6
2740,128.82,31,8
2148,35.88,31,7
3228,127.6,30,6
2140,126.25,26,6
1165,82.31,22,3
1191,57.64,19,8
1742,47.21,20,7
2766,222.02,40,11
1772,129.28,27,11
1402,37.19,14,4
5071,155.71,44,14
2176,58.769999999999996,17,7
2812,67.81,25,5
1465,34.54,22,4
2621,140.52,29,2
2855,130.81,19,5
1632,96.97,20,4
2189,45.49,30,12
845,58.72,18,8
3192,102.38,26,7
2415,98.38,21,7
3038,71.69,35,13
2096,106.15,27,5
4661,212.6,44,10
2378,40.73,14,5
1574,135.75,28,6
1400,23.57,13,3
2219,158.46,39,11
1648,77.05,15,6
2557,230.17,40,8
421,18.650000000000002,7,1
822,22.57,7,3
1361,64.46000000000001,17,6
1294,66.4,15,6
1073,35.9,17,7
1208,87.44,19,2
1580,56.76,23,2
2038,140.68,35,10
808,51.35,15,6
1950,123.7,23,7
1931,95.84,24,7
3612,172.62,42,15
2099,70.59,15,6
3715,201.92000000000002,45,8
1068,44.910000000000004,12,2
3001,46.28,34,6
674,44.49,8,1
385,4.88,9,2
2012,54.54,28,9
1492,39.480000000000004,15,3
969,59.79,16,5
1224,41.06,21,8
3042,167.94,34,9
3138,135.13,31,8
1982,92.75,23,7
2091,126.36,32,9
2199,65.86,34,10
2511,49.41,26,7
1994,102.83,31,6
2537,115.56,31,7
2367,110.41,32,8
1914,24.88,15,2
3271,51.88,27,12
1824,116.3,29,6
635,61.3,12,0
1755,147.94,33,9
1513,135.45,27,8
1745,110.92,27,4
3026,82.32,34,5
1821,102.21,25,10
1031,54.53,14,2
2852,102.31,33,10
1038,69.75,20,7
1869,40.33,21,6
1154,42.13,11,4
2631,74.25,34,12
3210,314.98,66,13
3008,192.83,36,11
1897,59.6,20,5
2045,62.980000000000004,14,7
1236,83.86,16,9
1299,89.67,20,7
1584,59.82,15,4
1162,99.65,17,3
3059,120.03,27,5
1801,108.18,26,4
2092,57.64,17,5
350,29.76,8,0
1858,34.38,20,5
6811,131.97,52,15
1359,33.47,20,7
1594,68.95,16,2
2320,183.34,46,7
560,64.67,13,4
1545,39.88,23,8
1743,28.38,22,1
1912,132.06,26,8
1041,16.54,11,2
2057,43.089999999999996,14,6
3248,92.63,23,6
990,10.27,8,3
2105,34.86,17,5
1465,70.09,20,8
2464,98.82000000000001,18,6
1216,53.92,18,4
1723,56.04,15,5
1453,28.16,24,7
1183,27.86,15,6
2431,79.17,21,6
2399,49.98,31,3
1793,51.7,13,4
2411,57.64,28,9
3255,50.45,24,6
721,16.63,8,2
1450,68.56,9,1
1426,36.55,14,3
2415,106.76,31,10
1770,35.269999999999996,18,2
1481,64.92,20,4
1177,84.55,23,4
1418,90.03,23,4
391,4.95,6,1
734,29.599999999999998,9,3
1811,96.62,27,5
2627,167.57,36,9
1636,1.5499999999999998,3,0
1331,17.099999999999998,8,1
1250,23.51,15,7
1445,63.519999999999996,13,2
2045,69.82,20,9
1772,35.11,13,7
4049,262.81,56,12
3236,70.88,28,6
2718,91.52,20,5
1210,29.18,10,3
1438,32.94,21,7
985,31.48,13,4
2881,181.46,35,12
1484,77.42,27,5
1397,47.27,13,2
2798,153.22,31,8
1761,80.84,19,5
2357,42.36,19,5
1411,38.58,13,4
1945,28.52,16,2
1824,60.78,21,5
721,30.61,9,2
2300,117.6,30,7
1335,50.36,23,3
2599,110.1,28,11
905,29.93,12,2
1658,148.59,24,8
1735,53.93,14,5
1146,65.3,19,6
2427,145.07,29,10
1302,78.06,19,6
1681,123.52,32,9
1642,35.5,17,3
966,37.17,12,5
2409,91.8,28,6
853,11.87,7,2
3872,145.48,36,11
1606,42.07,19,6
1900,40.980000000000004,17,3
2648,140.29,32,2
1265,52.62,12,2
1826,37.36,23,7
1834,94.99,38,8
1215,88.79,18,3
4350,165.43,44,19
2634,169.2,46,14
2048,63.67,17,5
1034,59.75,17,5
1132,26.51,14,2
456,7.06,7,0
757,33.5,10,2
2156,118.49,25,8
2097,68.71,16,3
4834,189.32,72,20
2133,128.09,30,8
1753,37.45,23,9
2166,77.03,18,2
1084,74.74,20,4
2543,106.78999999999999,27,8
979,24.29,12,3
3003,79.74,20,4
1684,98.49,24,7
1619,114.15,24,7
2067,146.49,27,9
1425,66.96000000000001,19,7
2595,94.4,37,14
1141,59.2,16,4
1819,104.87,26,8
2042,92.66,19,4
3718,93.22,44,17
954,52.51,11,4
2117,40.04,22,3
1696,60.410000000000004,13,5
2353,42.52,20,7
3465,102.09,39,16
1413,60.38,19,5
884,18.79,9,2
1838,62.36,21,8
1775,39.61,18,5
781,4.02,3,0
1906,143.58,35,7
2706,119.44,27,6
1238,13.03,11,3
671,27.48,10,1
2253,116.56,30,11
1274,68.08,20,6
1812,72.46,26,7
2322,72.17,28,4
1722,123.7,22,7
843,50.46,14,3
1910,93.41,31,4
1511,75.78,17,3
1783,63.73,21,11
1239,39.82,11,3
1822,16.01,10,1
1108,8.39,6,0
4634,190.65,88,25
1183,61.95,22,9
3160,116.17,26,7
3141,196.38,46,13
1315,98.44,22,6
2156,30.74,17,2
1046,33.58,16,7
598,20.67,6,1
1164,28.85,12,5
1369,20.15,10,1
2349,41.92,21,7
1327,39.54,12,5
1726,63.88,20,7
1891,45.64,22,7
2225,114.26,31,6
2035,112.69,32,5
3244,130.93,39,9
744,22.5,10,2
2057,42.269999999999996,21,7
2946,87.48,45,9
2752,94.28,31,5
2476,130.96,24,5
1731,48.93,18,5
2009,100.08,14,3
1812,80.91,19,6
1449,52.550000000000004,15,4
1517,100.41,24,9
1220,78.96,18,3
1047,90.77,19,7
1334,38.15,22,2
1889,57.580000000000005,15,3
3203,42.18,27,5
3111,132.06,30,8
2139,59.6,30,10
2633,71.22,28,8
1832,69.49,20,6
1459,42.08,19,7
1869,152.78,32,10
3031,61.08,18,4
2810,191.57,48,14
2832,69.03,37,10
1519,43.15,10,1
1124,86.64,16,4
2620,29.87,18,2
1421,64.65,18,12
1494,22.82,10,1
1584,98.23,23,5
1243,58.55,16,3
1828,92.55,17,7
1484,142.31,21,4
1057,26.31,17,6
1417,68.53,16,1
1982,121.02,22,3
1876,41.62,20,8
1184,44.47,11,4
3188,90.49,42,12
1476,71.13,20,5
2910,143.91,35,11
1320,106.78,20,8
856,71.38,14,5
2471,90.79,39,7
1753,73.65,17,7
1527,103.42,22,11
4310,191.77,47,11
1565,88.25,23,7
2773,43.22,34,6
1132,80.0,20,5
1023,41.87,13,4
1772,46.71,18,5
1759,33.63,18,5
3846,67.94,38,10
2041,60.87,21,4
1133,97.38,22,3
3575,154.38,35,8
1642,99.74,22,9
2449,126.36,29,8
2866,82.66,21,3
1061,88.52,21,9
1302,53.05,16,7
1001,25.03,14,4
4259,163.54,36,16
997,5.32,4,0
1119,25.63,12,4
2335,51.29,26,9
1909,45.15,26,10
1177,80.21,17,9
4561,134.22,42,9
1291,39.97,21,4
2038,17.97,13,3
3402,81.93,34,5
1787,25.07,16,5
1746,118.08,25,9
2709,102.19,25,6
1362,68.05,16,4
1306,32.18,15,4
1337,53.519999999999996,16,6
1239,33.04,10,2
1695,78.02,23,4
306,6.0600000000000005,3,1
1469,60.019999999999996,15,5
1530,106.14999999999999,20,4
6147,157.3,69,20
1892,100.75,21,8
3769,51.42,14,5
1196,58.78,15,3
868,39.690000000000005,8,3
3521,168.95,46,16
1117,44.18,14,4
2476,56.55,31,8
828,48.43,11,3
1469,47.07,13,1
2010,88.79,30,8
3641,204.29,40,10
3797,166.96,40,8
1112,19.22,9,1
646,18.21,9,1
2198,95.87,22,6
2468,21.92,13,3
1446,61.57,17,6
2413,71.52,33,6
344,3.7,4,0
1911,76.95,20,6
2592,91.43,21,0
1227,93.37,21,6
1470,69.82,14,3
717,9.16,8,1
2923,115.92,29,9
1545,43.9,21,7
1723,46.79,22,6
1235,42.58,21,8
488,18.98,6,1
1085,35.78,15,4
1423,116.67,26,5
3178,157.61,29,5
982,67.72,20,7
1186,39.56,12,3
1928,51.99,27,7
2570,82.95,26,7
399,19.97,7,2
1042,26.1,10,2
1516,25.150000000000002,13,3
1488,61.61,18,3
1278,33.64,12,5
1593,86.18,23,6
1667,36.86,17,4
2490,121.1,31,13
2196,153.58,38,6
3229,252.51,40,9
2801,139.7,27,9
1919,42.26,24,3
2205,46.89,19,8
5165,81.11,46,9
1031,72.69,17,9
1983,92.9,27,4
1259,22.07,16,4
1115,32.69,13,4
2465,61.96,19,5
3785,77.93,33,13
2687,79.81,18,6
1763,83.88,17,5
2342,33.43,19,1
2283,76.96,22,7
2548,99.59,29,8
1340,25.09,12,3
1188,52.309999999999995,17,5
984,40.19,19,2
1384,74.68,19,8
760,28.57,9,3
1717,81.62,21,3
1235,92.66,20,4
1402,18.7,16,5
1161,66.41,17,7
1447,94.35,20,5
1798,106.15,30,9
4459,79.08,49,11
794,37.49,13,3
2760,76.14,22,7
4840,101.75,30,11
1456,41.87,12,5
763,69.76,15,7
1531,36.3,12,1
1588,29.1,22,7
1133,85.94,19,4
1382,25.39,17,10
1814,111.08,27,6
3654,127.58,30,11
1073,41.04,15,4
23,0.72,2,0
2309,55.71,34,6
2347,137.21,28,6
1158,42.57,9,3
955,79.97,15,3
1707,44.22,9,0
1475,50.95,24,4
2973,99.6,31,11
1271,60.48,17,4
1960,80.74,25,5
2262,143.45,31,7
1653,139.39,31,11
1192,48.69,27,3
1806,120.28,25,4
3221,67.34,31,10
1980,75.84,19,5
1411,47.19,12,2
598,14.18,9,1
1869,148.43,32,8
2385,102.81,27,9
1706,26.740000000000002,12,1
621,17.05,10,4
1539,86.14,20,8
951,55.22,11,4
1852,136.57,34,10
2484,109.91,28,9
3788,122.98,33,5
1292,72.52,18,4
892,22.34,12,4
1952,61.31,15,5
1841,67.63,15,5
2411,63.95,32,11
1590,102.04,29,9
1069,61.7,11,3
602,42.14,13,2
3127,175.61,36,4
1747,78.17999999999999,18,6
4683,241.74,53,15
1962,149.87,35,9
1694,30.62,19,4
1838,76.41,16,3
2433,36.01,26,4
718,77.44,16,7
1644,98.35000000000001,20,7
2217,43.45,19,7
2160,42.68,20,5
1914,86.41,23,8
2204,69.57,34,9
835,67.49,12,5
1643,45.2,20,6
1016,64.62,22,8
1403,79.46,16,2
1967,74.8,23,5
1985,58.86,28,9
2976,208.79,48,16
2094,131.52,36,8
964,25.91,11,5
2234,129.13,32,7
1093,29.72,9,3
1798,129.93,31,6
4200,215.74,43,15
1943,91.02,20,4
1966,121.04,29,7
1953,133.0,26,6
2620,87.06,25,10
1883,30.67,21,5
1795,68.48,26,7
1831,54.010000000000005,15,4
3636,150.36,31,8
1641,22.71,10,2
2586,67.19,24,3
3263,79.7,39,8
2834,143.8,35,9
1253,15.65,6,0
611,9.95,9,1
1123,23.63,13,0
3159,95.85,21,11
1401,60.69,19,4
1974,38.97,23,6
2144,74.21,17,4
738,7.11,11,3
2211,98.08,20,6
2379,88.59,26,9
2708,135.95,33,11
2075,55.78,20,8
1168,92.2,25,10
867,31.09,9,1
1742,155.37,30,7
2810,94.92,36,13
1295,24.41,16,5
967,57.29,18,4
1310,31.34,15,1
2495,59.01,27,7
1167,30.439999999999998,13,6
1800,119.49,29,9
3826,51.97,28,6
1420,71.49,16,6
1685,79.83,15,6
1444,90.4,19,3
1649,110.63,22,6
1066,23.8,14,6
3909,88.47,38,10
719,2.15,4,0
2281,60.37,19,5
1789,74.51,26,3
1478,32.51,14,1
1408,26.3,17,4
1361,81.52,16,5
2101,139.0,28,4
1708,94.14,27,8
1723,36.16,18,8
2091,87.09,25,3
2113,50.56,22,6
1834,51.63,18,6
1577,40.58,24,7
1716,49.87,22,10
1136,24.81,15,3
2974,146.35,33,7
1878,37.37,17,8
1961,113.77,30,10
3154,186.89000000000001,37,7
2885,130.53,51,14
3576,96.28,39,15
3257,92.84,43,14
1482,64.29,18,5
1630,26.48,15,4
1933,60.81,29,5
1004,15.68,6,0
2355,27.92,17,3
1689,64.74,21,5
3428,209.34,46,9
2535,111.89999999999999,32,7
3296,133.9,38,7
2017,84.94,22,4
2701,77.7,37,12
1816,66.05,19,2
2145,155.71,29,8
1205,68.31,19,5
1413,61.36,17,4
1614,78.24,16,4
2188,80.17,17,4
2011,98.86,24,7
3225,245.89000000000001,56,14
1476,91.39,20,6
2497,136.67,33,6
1540,76.42,20,3
1643,112.76,23,11
2241,58.82,14,4
2162,106.64,34,11
1031,22.45,15,5
1842,75.13,21,4
1335,40.29,12,5
1897,75.96,21,8
1216,35.08,20,4
2159,120.66,35,6
1282,58.43,16,5
1894,60.18,16,6
921,57.09,15,7
723,15.31,10,3
817,50.78,14,4
1037,34.53,11,2
1382,46.51,17,6
1409,59.63,25,7
921,44.55,15,4
1512,41.87,16,5
609,52.59,15,8
2014,114.43,23,5
2217,120.3,32,9
1474,59.64,18,6
2312,80.14,41,19
1605,91.56,26,7
1159,84.02,23,6
2037,104.07,25,6
1940,96.86,23,10
844,23.8,14,4
1621,188.25,26,3
490,37.51,11,6
1438,127.11,27,9
3219,47.47,22,4
2019,47.83,30,5
1195,32.67,19,4
3339,160.69,36,14
1904,73.6,20,4
2422,137.32999999999998,36,10
1904,20.85,14,1
1437,74.76,22,7
872,31.27,13,5
1065,52.75,13,5
5087,230.43,54,13
2948,51.6,28,9
2269,71.33,23,8
1828,87.29,17,5
1296,91.43,19,5
1217,93.43,22,6
2562,135.53,33,9
1010,72.45,21,5
1157,89.55,23,4
3048,261.21,57,12
3797,92.08,47,11
2424,93.27,28,1
3596,108.38,40,10
3135,44.11,27,8
1413,73.94,19,3
1468,54.33,18,5
8530,369.8,95,24
877,60.9,12,2
660,5.1899999999999995,5,0
3453,154.36,55,17
3698,194.74,48,15
1887,58.4,12,3
2407,132.16,34,10
3164,113.31,46,15
2592,154.83,37,11
1949,120.17,28,8
1922,58.8,19,6
1509,66.37,15,1
2719,83.87,33,10
1722,63.17,20,3
1594,52.69,16,8
2895,113.41,32,12
1291,65.08,10,1
1328,24.64,15,5
1944,116.45,34,9
3798,94.33,21,5
1997,118.49,21,6
1752,88.49000000000001,25,9
1192,77.24,18,4
2197,125.6,29,10
2093,55.65,21,8
936,35.01,7,2
1834,67.18,22,6
1297,70.88000000000001,15,5
1740,71.01,37,7
1087,31.21,12,5
2681,115.21,28,3
1106,69.73,16,3
2399,104.03,28,7
2931,67.59,38,7
2059,106.74,24,10
5158,197.01,50,16
1771,105.43,22,6
1171,35.4,15,6
1223,26.58,16,4
2229,27.73,23,4
3161,94.38,24,9
652,11.09,5,0
2848,166.43,30,4
2350,52.71,24,10
1798,45.08,28,3
1787,37.8,13,5
2667,105.13,28,7
1481,56.93,15,6
1482,50.71,30,5
1782,83.17,32,8
2202,106.0,26,12
1068,112.65,19,8
1325,33.95,10,1
2199,101.28,27,9
1077,12.450000000000001,7,3
2189,124.27,29,8
2205,176.77,34,10
1555,57.89,19,7
2676,130.37,41,15
948,31.25,13,3
1789,24.88,20,5
2128,45.9,22,3
1299,73.78,22,4
845,45.51,14,6
1563,60.75,22,7
1973,114.56,28,9
1699,88.89,26,6
3544,161.15,36,15
1795,57.32,21,5
2954,134.18,33,8
1257,34.83,10,3
1028,9.74,7,1
1878,73.37,20,6
2603,99.67999999999999,40,9
1138,84.62,19,7
1625,135.56,31,6
1291,24.55,14,4
1805,141.98,25,5
1720,71.28,16,4
2364,56.38,24,7
2530,89.38,31,10
520,4.57,4,0
1448,83.96,19,8
1307,67.16,19,4
2357,138.97,32,7
1591,81.63,19,6
1987,56.82,18,4
2345,148.77,29,13
1590,102.27,23,7
1124,24.490000000000002,15,1
1754,48.67,15,6
2705,239.0,38,9
1470,70.5,17,4
1653,63.65,18,3
2945,190.75,45,8
3355,151.35999999999999,54,17
1303,37.32,12,2
1131,36.45,12,2
4386,66.34,34,8
1032,4.75,6,1
834,44.74,10,2
2116,106.04,31,5
2061,76.64,18,5
962,45.04,13,1
1538,36.49,24,7
2272,106.55,26,5
1660,101.65,24,8
6904,124.48,69,13
2838,108.55,26,7
1190,37.96,13,5
1075,82.64,18,8
1965,76.56,35,6
2059,76.35000000000001,20,6
1740,83.55,14,2
1467,95.34,26,1
1081,71.85,16,3
2075,182.53,36,10
3790,123.26,36,10
1998,73.97,34,8
3069,111.3,23,6
1822,79.21,20,6
1645,137.29,27,6
2484,105.71,22,7
2134,41.76,20,5
860,35.2,16,5
1150,52.949999999999996,13,3
1728,50.16,27,5
2614,65.64,27,8
754,39.01,11,5
2001,32.38,22,5
675,51.5,14,3
2850,80.69,38,12
5111,187.74,50,17
1150,41.4,14,4
1787,34.26,15,3
1186,15.66,15,3
1492,26.32,9,4
997,72.81,15,6
1882,76.76,19,7
3443,73.33,39,5
1121,26.64,15,6
2556,66.92,22,5
754,65.93,15,6
2903,52.22,29,6
2979,113.35,31,5
1509,37.56,20,4
614,40.13,11,4
2664,80.07,35,8
1499,30.15,15,3
987,58.17,13,5
6374,187.92,55,15
2493,153.49,34,10
2917,49.76,24,6
1774,68.9,18,7
2187,52.45,16,2
649,30.77,11,2
818,43.69,10,2
1433,32.27,13,3
1303,73.2,12,3
2656,176.24,39,5
1440,96.73,22,5
2323,32.47,24,6
2130,58.21,24,8
1735,46.79,17,2
2522,63.05,37,7
1013,45.68,11,2
473,20.41,6,3
1045,35.01,12,3
1799,96.98,21,5
1135,44.28,19,8
1203,62.129999999999995,21,9
2876,115.64,29,7
1707,46.38,28,11
1520,90.18,27,6
889,67.72,18,6
3237,110.83,27,4
2196,46.8,31,6
1475,33.51,16,3
3413,111.77,28,12
1136,82.96,22,3
1751,79.56,21,4
1882,114.44,26,7
1409,34.699999999999996,15,4
1239,56.73,13,1
3030,190.5,40,9
1410,91.69,24,4
1563,105.45,24,9
1062,77.01,18,4
2188,67.51,37,9
2546,139.4,32,6
736,39.98,12,5
1040,33.1,18,5
2682,90.17,26,7
537,11.48,6,2
1752,36.15,23,6
1498,34.67,13,3
2209,85.97,25,3
898,4.449999999999999,3,0
1022,40.06,11,2
2285,40.76,27,7
2370,108.9,26,11
1237,133.88,25,6
1555,75.11,17,3
1502,67.0,17,6
2697,55.4,21,1
684,24.05,13,6
1010,63.59,11,2
1917,76.44,19,5
2100,114.27,21,2
1427,84.02,16,4
1435,47.31,26,8
3900,205.57999999999998,46,11
1645,32.769999999999996,14,5
1008,15.48,10,1
1361,73.66,18,4
6033,287.28000000000003,68,16
2843,89.12,26,9
2792,152.39000000000001,37,10
1776,45.49,20,8
2183,135.89000000000001,24,2
764,13.5,7,2
1171,29.51,15,4
2672,114.57000000000001,27,11
3131,116.01,24,2
2052,89.36,19,3
1462,25.05,19,7
2690,103.79,18,6
1088,17.95,12,2
1631,105.18,25,10
2083,71.25,29,10
3467,74.92,27,8
2721,28.62,15,4
2843,230.72,38,5
3115,110.29,33,4
3254,93.46,28,5
1554,37.49,19,4
1100,28.44,13,3
234,13.55,4,0
1289,19.56,13,2
3681,133.56,36,6
1614,39.980000000000004,15,5
2234,113.02,31,12
1512,98.89,21,5
573,21.330000000000002,8,2
202,6.89,6,0
5247,285.91,62,15
738,14.16,9,2
1362,19.82,16,2
703,10.43,6,1
2422,183.13,36,15
1371,42.05,21,4
1134,55.32,16,4
2470,108.48,28,8
1242,34.82,12,3
1018,62.75,15,6
1418,73.25,19,5
4185,275.84,71,19
1360,42.54,17,9
2003,131.57,29,8
1399,54.98,18,8
1491,8.37,12,1
854,52.74,18,7
1871,110.3,24,9
4234,106.06,23,7
1325,65.24,26,6
1761,25.099999999999998,17,5
2380,125.65,26,9
1947,48.02,20,9
1645,70.08,16,2
1011,54.29,17,1
1913,140.47,37,7
1488,28.28,17,4
1670,115.78999999999999,26,2
1985,58.24,22,6
1108,4.26,4,0
1901,98.32,19,6
1817,78.42,25,7
1682,11.86,6,1
2389,114.3,23,6
1056,15.07,14,3
1984,121.25,28,8
2049,17.63,15,4
1870,30.02,14,4
786,22.18,7,0
1961,130.23,22,7
1856,23.06,16,1
1067,103.68,23,8
1907,101.47,27,9
2590,112.41,25,3
1134,53.66,14,2
1942,142.42,29,10
512,11.65,10,2
1674,74.02,15,6
3652,308.56,50,12
1901,100.02,24,7
998,114.02,19,7
2857,51.75,22,5
2124,126.17,33,11
2468,152.54,29,10
